input_idx,layer_name,layer_type,op_type,M,K,P,input_sparsity,output_sparsity,weight_sparsity,input_shape,output_shape,model_name
36,random_layer_12,Linear,MM,256,64,128,0.5038,0.6958,0.4574,"(1, 64)","(1, 128)",variable_random
36,random_layer_13,Linear,MM,2048,1024,128,0.6712,0.3544,0.0705,"(1, 1024)","(1, 128)",variable_random
36,random_layer_14,Linear,MM,2048,1024,64,0.2764,0.0428,0.7563,"(1, 1024)","(1, 64)",variable_random
36,random_layer_15,Linear,MM,64,32,512,0.0094,0.0883,0.7504,"(1, 32)","(1, 512)",variable_random
36,random_layer_16,Linear,MM,32,512,64,0.1696,0.5724,0.1121,"(1, 512)","(1, 64)",variable_random
36,random_layer_17,Linear,MM,64,1024,128,0.6203,0.5999,0.8667,"(1, 1024)","(1, 128)",variable_random
36,random_layer_18,Conv2d,MM,128,128,512,0.5372,0.5014,0.2668,"(1, 128)","(1, 512)",variable_random
36,random_layer_19,Linear,MM,512,64,64,0.3658,0.0087,0.8844,"(1, 64)","(1, 64)",variable_random
37,random_layer_0,Linear,MM,1024,32,32,0.0,0.1003,0.2764,"(1, 32)","(1, 32)",variable_random
37,random_layer_1,Linear,MM,512,1024,64,0.0,0.6339,0.1218,"(1, 1024)","(1, 64)",variable_random
37,random_layer_2,Linear,MM,256,256,128,0.8071,0.0603,0.2941,"(1, 256)","(1, 128)",variable_random
37,random_layer_3,Linear,MM,64,32,128,0.0,0.4358,0.8262,"(1, 32)","(1, 128)",variable_random
37,random_layer_4,Linear,MM,128,64,256,0.2821,0.0215,0.1304,"(1, 64)","(1, 256)",variable_random
37,random_layer_5,Linear,MM,1024,512,64,0.0,0.3253,0.8116,"(1, 512)","(1, 64)",variable_random
37,random_layer_6,Conv2d,MM,2048,128,256,0.2196,0.3568,0.3322,"(1, 128)","(1, 256)",variable_random
37,random_layer_7,Conv2d,MM,1024,512,128,0.2964,0.047,0.2703,"(1, 512)","(1, 128)",variable_random
37,random_layer_8,Linear,MM,64,128,256,0.1727,0.5521,0.5131,"(1, 128)","(1, 256)",variable_random
37,random_layer_9,Linear,MM,2048,1024,32,0.5429,0.5345,0.488,"(1, 1024)","(1, 32)",variable_random
37,random_layer_10,Linear,MM,256,128,256,0.4834,0.4378,0.5208,"(1, 128)","(1, 256)",variable_random
37,random_layer_11,Linear,MM,128,32,128,0.3966,0.5371,0.4034,"(1, 32)","(1, 128)",variable_random
37,random_layer_12,Linear,MM,1024,32,128,0.5071,0.0781,0.9073,"(1, 32)","(1, 128)",variable_random
37,random_layer_13,Conv2d,MM,1024,64,64,0.2001,0.6038,0.1267,"(1, 64)","(1, 64)",variable_random
37,random_layer_14,Conv2d,MM,256,256,512,0.5944,0.5321,0.8745,"(1, 256)","(1, 512)",variable_random
37,random_layer_15,Linear,MM,64,256,256,0.697,0.0897,0.3444,"(1, 256)","(1, 256)",variable_random
37,random_layer_16,Conv2d,MM,32,1024,256,0.0,0.0336,0.9026,"(1, 1024)","(1, 256)",variable_random
37,random_layer_17,Linear,MM,128,128,256,0.0407,0.0685,0.2511,"(1, 128)","(1, 256)",variable_random
37,random_layer_18,Linear,MM,128,128,128,0.0,0.3287,0.1259,"(1, 128)","(1, 128)",variable_random
37,random_layer_19,Conv2d,MM,32,64,64,0.3477,0.0166,0.2848,"(1, 64)","(1, 64)",variable_random
38,random_layer_0,Conv2d,MM,1024,128,64,0.1324,0.0931,0.7337,"(1, 128)","(1, 64)",variable_random
38,random_layer_1,Linear,MM,2048,512,256,0.1272,0.5515,0.4933,"(1, 512)","(1, 256)",variable_random
38,random_layer_2,Linear,MM,32,128,64,0.5344,0.0673,0.8967,"(1, 128)","(1, 64)",variable_random
38,random_layer_3,Linear,MM,128,256,256,0.1578,0.1114,0.9241,"(1, 256)","(1, 256)",variable_random
38,random_layer_4,Linear,MM,512,512,512,0.1719,0.017,0.2554,"(1, 512)","(1, 512)",variable_random
38,random_layer_5,Conv2d,MM,32,256,128,0.0,0.1001,0.7522,"(1, 256)","(1, 128)",variable_random
38,random_layer_6,Conv2d,MM,256,512,256,0.0,0.0508,0.4634,"(1, 512)","(1, 256)",variable_random
38,random_layer_7,Linear,MM,256,1024,512,0.0,0.1034,0.2416,"(1, 1024)","(1, 512)",variable_random
38,random_layer_8,Linear,MM,512,1024,512,0.1296,0.0482,0.643,"(1, 1024)","(1, 512)",variable_random
38,random_layer_9,Linear,MM,512,32,128,0.0142,0.1447,0.7323,"(1, 32)","(1, 128)",variable_random
38,random_layer_10,Linear,MM,512,64,32,0.3004,0.0857,0.0241,"(1, 64)","(1, 32)",variable_random
38,random_layer_11,Conv2d,MM,512,1024,256,0.0,0.5262,0.5546,"(1, 1024)","(1, 256)",variable_random
38,random_layer_12,Conv2d,MM,512,1024,512,0.4561,0.4114,0.5258,"(1, 1024)","(1, 512)",variable_random
38,random_layer_13,Conv2d,MM,1024,64,256,0.3243,0.0507,0.9056,"(1, 64)","(1, 256)",variable_random
38,random_layer_14,Linear,MM,512,32,128,0.0,0.3117,0.7144,"(1, 32)","(1, 128)",variable_random
38,random_layer_15,Conv2d,MM,512,512,128,0.0924,0.6813,0.4001,"(1, 512)","(1, 128)",variable_random
38,random_layer_16,Linear,MM,32,512,32,0.5426,0.0952,0.3899,"(1, 512)","(1, 32)",variable_random
38,random_layer_17,Conv2d,MM,512,64,128,0.2441,0.1427,0.6601,"(1, 64)","(1, 128)",variable_random
38,random_layer_18,Conv2d,MM,256,256,32,0.0187,0.6199,0.5265,"(1, 256)","(1, 32)",variable_random
38,random_layer_19,Conv2d,MM,1024,1024,128,0.5206,0.0723,0.6359,"(1, 1024)","(1, 128)",variable_random
39,random_layer_0,Linear,MM,2048,256,128,0.1768,0.6968,0.933,"(1, 256)","(1, 128)",variable_random
39,random_layer_1,Linear,MM,32,128,64,0.405,0.3628,0.1071,"(1, 128)","(1, 64)",variable_random
39,random_layer_2,Conv2d,MM,512,512,32,0.2659,0.1451,0.276,"(1, 512)","(1, 32)",variable_random
39,random_layer_3,Linear,MM,256,64,128,0.2367,0.4797,0.89,"(1, 64)","(1, 128)",variable_random
39,random_layer_4,Conv2d,MM,2048,64,128,0.5749,0.0194,0.0436,"(1, 64)","(1, 128)",variable_random
39,random_layer_5,Linear,MM,1024,128,32,0.0203,0.0703,0.8674,"(1, 128)","(1, 32)",variable_random
39,random_layer_6,Linear,MM,256,32,512,0.0123,0.0433,0.4009,"(1, 32)","(1, 512)",variable_random
39,random_layer_7,Conv2d,MM,128,1024,256,0.0601,0.4909,0.3951,"(1, 1024)","(1, 256)",variable_random
39,random_layer_8,Conv2d,MM,512,128,512,0.4433,0.0242,0.0177,"(1, 128)","(1, 512)",variable_random
39,random_layer_9,Linear,MM,32,256,256,0.1129,0.5226,0.906,"(1, 256)","(1, 256)",variable_random
39,random_layer_10,Linear,MM,1024,64,128,0.3952,0.5453,0.3553,"(1, 64)","(1, 128)",variable_random
39,random_layer_11,Conv2d,MM,1024,128,32,0.4731,0.1311,0.8559,"(1, 128)","(1, 32)",variable_random
39,random_layer_12,Linear,MM,2048,128,32,0.0939,0.1158,0.0667,"(1, 128)","(1, 32)",variable_random
39,random_layer_13,Linear,MM,32,1024,256,0.0993,0.5332,0.0574,"(1, 1024)","(1, 256)",variable_random
39,random_layer_14,Conv2d,MM,2048,1024,128,0.4467,0.1399,0.3392,"(1, 1024)","(1, 128)",variable_random
39,random_layer_15,Conv2d,MM,64,128,64,0.1907,0.3649,0.4962,"(1, 128)","(1, 64)",variable_random
39,random_layer_16,Linear,MM,64,512,32,0.3509,0.3457,0.8547,"(1, 512)","(1, 32)",variable_random
39,random_layer_17,Conv2d,MM,32,64,512,0.4226,0.0324,0.4217,"(1, 64)","(1, 512)",variable_random
39,random_layer_18,Conv2d,MM,512,1024,64,0.3907,0.1287,0.4669,"(1, 1024)","(1, 64)",variable_random
39,random_layer_19,Linear,MM,128,256,32,0.0,0.0692,0.2875,"(1, 256)","(1, 32)",variable_random
40,random_layer_0,Linear,MM,64,128,64,0.0157,0.6866,0.7385,"(1, 128)","(1, 64)",variable_random
40,random_layer_1,Linear,MM,32,64,512,0.5679,0.0327,0.7824,"(1, 64)","(1, 512)",variable_random
40,random_layer_2,Linear,MM,512,512,128,0.0848,0.0359,0.2963,"(1, 512)","(1, 128)",variable_random
40,random_layer_3,Linear,MM,128,64,64,0.2181,0.1448,0.8005,"(1, 64)","(1, 64)",variable_random
40,random_layer_4,Conv2d,MM,2048,128,64,0.1938,0.3547,0.7033,"(1, 128)","(1, 64)",variable_random
40,random_layer_5,Linear,MM,64,1024,512,0.2145,0.0031,0.1438,"(1, 1024)","(1, 512)",variable_random
40,random_layer_6,Linear,MM,64,512,512,0.0,0.1446,0.641,"(1, 512)","(1, 512)",variable_random
40,random_layer_7,Linear,MM,2048,1024,512,0.4821,0.0051,0.1975,"(1, 1024)","(1, 512)",variable_random
40,random_layer_8,Conv2d,MM,256,256,256,0.2287,0.6935,0.1349,"(1, 256)","(1, 256)",variable_random
40,random_layer_9,Linear,MM,256,64,64,0.5451,0.5649,0.149,"(1, 64)","(1, 64)",variable_random
40,random_layer_10,Linear,MM,2048,64,512,0.7662,0.5945,0.7634,"(1, 64)","(1, 512)",variable_random
40,random_layer_11,Conv2d,MM,1024,512,64,0.9056,0.0597,0.8853,"(1, 512)","(1, 64)",variable_random
40,random_layer_12,Conv2d,MM,512,64,128,0.0,0.4323,0.2713,"(1, 64)","(1, 128)",variable_random
40,random_layer_13,Conv2d,MM,32,256,512,0.1735,0.0533,0.1585,"(1, 256)","(1, 512)",variable_random
40,random_layer_14,Conv2d,MM,1024,128,512,0.0,0.1119,0.2426,"(1, 128)","(1, 512)",variable_random
40,random_layer_15,Conv2d,MM,256,512,512,0.3801,0.653,0.1829,"(1, 512)","(1, 512)",variable_random
40,random_layer_16,Conv2d,MM,64,64,512,0.8106,0.371,0.225,"(1, 64)","(1, 512)",variable_random
40,random_layer_17,Conv2d,MM,512,512,64,0.5048,0.0481,0.0704,"(1, 512)","(1, 64)",variable_random
40,random_layer_18,Linear,MM,64,32,32,0.2195,0.4815,0.7388,"(1, 32)","(1, 32)",variable_random
40,random_layer_19,Conv2d,MM,128,32,512,0.5194,0.4257,0.4039,"(1, 32)","(1, 512)",variable_random
41,random_layer_0,Linear,MM,2048,256,128,0.0,0.4886,0.3409,"(1, 256)","(1, 128)",variable_random
41,random_layer_1,Conv2d,MM,512,256,32,0.6023,0.4531,0.4522,"(1, 256)","(1, 32)",variable_random
41,random_layer_2,Linear,MM,2048,256,32,0.4317,0.6546,0.0587,"(1, 256)","(1, 32)",variable_random
41,random_layer_3,Conv2d,MM,512,64,32,0.9723,0.006,0.7798,"(1, 64)","(1, 32)",variable_random
41,random_layer_4,Linear,MM,128,256,128,0.2185,0.548,0.3568,"(1, 256)","(1, 128)",variable_random
41,random_layer_5,Linear,MM,256,256,512,0.617,0.3214,0.9038,"(1, 256)","(1, 512)",variable_random
41,random_layer_6,Linear,MM,2048,256,32,0.3478,0.38,0.6746,"(1, 256)","(1, 32)",variable_random
41,random_layer_7,Conv2d,MM,1024,32,512,0.1302,0.0154,0.2007,"(1, 32)","(1, 512)",variable_random
41,random_layer_8,Conv2d,MM,64,512,256,0.0,0.6571,0.2596,"(1, 512)","(1, 256)",variable_random
41,random_layer_9,Conv2d,MM,1024,128,512,0.6954,0.3603,0.5037,"(1, 128)","(1, 512)",variable_random
41,random_layer_10,Conv2d,MM,2048,512,32,0.3397,0.0701,0.1521,"(1, 512)","(1, 32)",variable_random
41,random_layer_11,Linear,MM,64,256,128,0.0275,0.4819,0.7029,"(1, 256)","(1, 128)",variable_random
41,random_layer_12,Conv2d,MM,512,256,32,0.5747,0.1312,0.2685,"(1, 256)","(1, 32)",variable_random
41,random_layer_13,Linear,MM,128,128,64,0.2717,0.0663,0.822,"(1, 128)","(1, 64)",variable_random
41,random_layer_14,Linear,MM,32,256,128,0.1216,0.0878,0.2315,"(1, 256)","(1, 128)",variable_random
41,random_layer_15,Conv2d,MM,512,512,128,0.0323,0.0988,0.6859,"(1, 512)","(1, 128)",variable_random
41,random_layer_16,Linear,MM,32,64,64,0.1881,0.3917,0.1645,"(1, 64)","(1, 64)",variable_random
41,random_layer_17,Linear,MM,2048,512,64,0.5154,0.0841,0.3325,"(1, 512)","(1, 64)",variable_random
41,random_layer_18,Conv2d,MM,64,256,32,0.1051,0.0504,0.6405,"(1, 256)","(1, 32)",variable_random
41,random_layer_19,Conv2d,MM,512,512,512,0.0,0.0852,0.3727,"(1, 512)","(1, 512)",variable_random
42,random_layer_0,Conv2d,MM,32,512,256,0.0242,0.6739,0.6196,"(1, 512)","(1, 256)",variable_random
42,random_layer_1,Conv2d,MM,1024,256,256,0.5177,0.0863,0.6314,"(1, 256)","(1, 256)",variable_random
42,random_layer_2,Conv2d,MM,32,512,256,0.0137,0.5763,0.7782,"(1, 512)","(1, 256)",variable_random
42,random_layer_3,Conv2d,MM,2048,256,64,0.8389,0.3014,0.8265,"(1, 256)","(1, 64)",variable_random
42,random_layer_4,Linear,MM,1024,1024,256,0.3522,0.6568,0.0246,"(1, 1024)","(1, 256)",variable_random
42,random_layer_5,Conv2d,MM,512,32,32,0.7948,0.1178,0.4735,"(1, 32)","(1, 32)",variable_random
42,random_layer_6,Linear,MM,256,1024,512,0.2163,0.5296,0.7503,"(1, 1024)","(1, 512)",variable_random
42,random_layer_7,Linear,MM,128,128,64,0.5281,0.6437,0.7029,"(1, 128)","(1, 64)",variable_random
42,random_layer_8,Linear,MM,2048,256,128,0.5266,0.4127,0.118,"(1, 256)","(1, 128)",variable_random
42,random_layer_9,Conv2d,MM,512,128,32,0.5629,0.093,0.1914,"(1, 128)","(1, 32)",variable_random
42,random_layer_10,Linear,MM,64,1024,128,0.2092,0.5075,0.4122,"(1, 1024)","(1, 128)",variable_random
42,random_layer_11,Linear,MM,2048,64,256,0.1048,0.6081,0.9232,"(1, 64)","(1, 256)",variable_random
42,random_layer_12,Conv2d,MM,256,1024,64,0.8022,0.4927,0.0465,"(1, 1024)","(1, 64)",variable_random
42,random_layer_13,Conv2d,MM,512,32,64,0.6107,0.0961,0.6783,"(1, 32)","(1, 64)",variable_random
42,random_layer_14,Linear,MM,2048,64,64,0.0454,0.5018,0.6808,"(1, 64)","(1, 64)",variable_random
42,random_layer_15,Linear,MM,64,1024,64,0.3585,0.0875,0.2876,"(1, 1024)","(1, 64)",variable_random
42,random_layer_16,Linear,MM,64,32,128,0.2696,0.6693,0.4188,"(1, 32)","(1, 128)",variable_random
42,random_layer_17,Conv2d,MM,32,32,512,0.6255,0.0407,0.6177,"(1, 32)","(1, 512)",variable_random
42,random_layer_18,Conv2d,MM,512,512,32,0.0313,0.0745,0.063,"(1, 512)","(1, 32)",variable_random
42,random_layer_19,Conv2d,MM,256,1024,64,0.1983,0.1201,0.6754,"(1, 1024)","(1, 64)",variable_random
43,random_layer_0,Conv2d,MM,512,128,64,0.1982,0.1172,0.6913,"(1, 128)","(1, 64)",variable_random
43,random_layer_1,Linear,MM,512,256,32,0.0615,0.3507,0.6505,"(1, 256)","(1, 32)",variable_random
43,random_layer_2,Conv2d,MM,64,512,32,0.2854,0.0951,0.5831,"(1, 512)","(1, 32)",variable_random
43,random_layer_3,Conv2d,MM,128,64,512,0.1343,0.3098,0.271,"(1, 64)","(1, 512)",variable_random
43,random_layer_4,Linear,MM,1024,512,256,0.6178,0.6741,0.4305,"(1, 512)","(1, 256)",variable_random
43,random_layer_5,Conv2d,MM,256,1024,128,0.3691,0.5496,0.9067,"(1, 1024)","(1, 128)",variable_random
43,random_layer_6,Linear,MM,64,256,512,0.3329,0.5036,0.1504,"(1, 256)","(1, 512)",variable_random
43,random_layer_7,Linear,MM,1024,32,512,0.5143,0.048,0.4802,"(1, 32)","(1, 512)",variable_random
43,random_layer_8,Linear,MM,128,128,64,0.1731,0.5358,0.286,"(1, 128)","(1, 64)",variable_random
43,random_layer_9,Linear,MM,512,256,32,0.8869,0.5596,0.0898,"(1, 256)","(1, 32)",variable_random
43,random_layer_10,Linear,MM,512,1024,128,0.5879,0.5251,0.0376,"(1, 1024)","(1, 128)",variable_random
43,random_layer_11,Linear,MM,1024,128,128,0.954,0.0712,0.6321,"(1, 128)","(1, 128)",variable_random
43,random_layer_12,Conv2d,MM,64,32,512,0.0725,0.0719,0.5746,"(1, 32)","(1, 512)",variable_random
43,random_layer_13,Linear,MM,1024,32,256,0.056,0.0022,0.6508,"(1, 32)","(1, 256)",variable_random
43,random_layer_14,Conv2d,MM,64,64,512,0.0485,0.061,0.6731,"(1, 64)","(1, 512)",variable_random
43,random_layer_15,Conv2d,MM,512,1024,64,0.0,0.4269,0.7808,"(1, 1024)","(1, 64)",variable_random
43,random_layer_16,Conv2d,MM,1024,1024,64,0.7803,0.0893,0.7197,"(1, 1024)","(1, 64)",variable_random
43,random_layer_17,Conv2d,MM,64,512,512,0.13,0.3241,0.2796,"(1, 512)","(1, 512)",variable_random
43,random_layer_18,Linear,MM,128,32,32,0.2119,0.1245,0.6193,"(1, 32)","(1, 32)",variable_random
43,random_layer_19,Linear,MM,1024,32,64,0.15,0.0025,0.2062,"(1, 32)","(1, 64)",variable_random
44,random_layer_0,Conv2d,MM,512,64,512,0.0,0.0032,0.849,"(1, 64)","(1, 512)",variable_random
44,random_layer_1,Conv2d,MM,512,32,64,0.0209,0.1333,0.1044,"(1, 32)","(1, 64)",variable_random
44,random_layer_2,Linear,MM,256,256,32,0.2399,0.3353,0.2613,"(1, 256)","(1, 32)",variable_random
44,random_layer_3,Conv2d,MM,1024,32,512,0.2956,0.1178,0.477,"(1, 32)","(1, 512)",variable_random
44,random_layer_4,Conv2d,MM,64,64,512,0.3148,0.0057,0.0212,"(1, 64)","(1, 512)",variable_random
44,random_layer_5,Conv2d,MM,64,64,512,0.0,0.0549,0.6336,"(1, 64)","(1, 512)",variable_random
44,random_layer_6,Linear,MM,32,256,256,0.0,0.0075,0.7851,"(1, 256)","(1, 256)",variable_random
44,random_layer_7,Linear,MM,32,64,64,0.1239,0.4092,0.8804,"(1, 64)","(1, 64)",variable_random
44,random_layer_8,Linear,MM,256,128,256,0.2646,0.1133,0.0453,"(1, 128)","(1, 256)",variable_random
44,random_layer_9,Linear,MM,32,256,64,0.1139,0.0757,0.7809,"(1, 256)","(1, 64)",variable_random
44,random_layer_10,Linear,MM,1024,1024,256,0.2901,0.4968,0.8833,"(1, 1024)","(1, 256)",variable_random
44,random_layer_11,Conv2d,MM,2048,512,128,0.5659,0.092,0.1692,"(1, 512)","(1, 128)",variable_random
44,random_layer_12,Linear,MM,512,512,32,0.2627,0.0929,0.7154,"(1, 512)","(1, 32)",variable_random
44,random_layer_13,Conv2d,MM,1024,1024,128,0.0,0.4471,0.6656,"(1, 1024)","(1, 128)",variable_random
44,random_layer_14,Linear,MM,256,32,512,0.4329,0.1133,0.0882,"(1, 32)","(1, 512)",variable_random
44,random_layer_15,Conv2d,MM,128,64,128,0.0148,0.0387,0.0515,"(1, 64)","(1, 128)",variable_random
44,random_layer_16,Linear,MM,128,64,32,0.0941,0.1002,0.3365,"(1, 64)","(1, 32)",variable_random
44,random_layer_17,Conv2d,MM,128,1024,64,0.0318,0.1379,0.2076,"(1, 1024)","(1, 64)",variable_random
44,random_layer_18,Linear,MM,32,512,128,0.2889,0.4098,0.7945,"(1, 512)","(1, 128)",variable_random
44,random_layer_19,Linear,MM,256,64,256,0.653,0.4519,0.0542,"(1, 64)","(1, 256)",variable_random
45,random_layer_0,Conv2d,MM,128,32,32,0.003,0.0641,0.3608,"(1, 32)","(1, 32)",variable_random
45,random_layer_1,Linear,MM,2048,256,64,0.2685,0.3988,0.5598,"(1, 256)","(1, 64)",variable_random
45,random_layer_2,Linear,MM,2048,256,512,0.4017,0.4244,0.8839,"(1, 256)","(1, 512)",variable_random
45,random_layer_3,Linear,MM,512,64,128,0.4873,0.0135,0.6189,"(1, 64)","(1, 128)",variable_random
45,random_layer_4,Conv2d,MM,1024,256,512,0.0,0.4156,0.8175,"(1, 256)","(1, 512)",variable_random
45,random_layer_5,Linear,MM,1024,1024,512,0.5709,0.672,0.7366,"(1, 1024)","(1, 512)",variable_random
45,random_layer_6,Conv2d,MM,1024,256,512,0.9545,0.3698,0.9279,"(1, 256)","(1, 512)",variable_random
45,random_layer_7,Conv2d,MM,1024,1024,64,0.2833,0.0386,0.1094,"(1, 1024)","(1, 64)",variable_random
45,random_layer_8,Conv2d,MM,128,64,256,0.0858,0.3593,0.2478,"(1, 64)","(1, 256)",variable_random
45,random_layer_9,Linear,MM,1024,256,128,0.2632,0.6184,0.1171,"(1, 256)","(1, 128)",variable_random
45,random_layer_10,Conv2d,MM,1024,32,32,0.586,0.0554,0.4612,"(1, 32)","(1, 32)",variable_random
45,random_layer_11,Linear,MM,128,256,128,0.0,0.3732,0.9331,"(1, 256)","(1, 128)",variable_random
45,random_layer_12,Conv2d,MM,32,128,32,0.1662,0.0586,0.9065,"(1, 128)","(1, 32)",variable_random
45,random_layer_13,Linear,MM,32,256,512,0.034,0.6556,0.9457,"(1, 256)","(1, 512)",variable_random
45,random_layer_14,Linear,MM,256,128,64,0.2345,0.0333,0.3973,"(1, 128)","(1, 64)",variable_random
45,random_layer_15,Linear,MM,512,32,64,0.2142,0.3565,0.4741,"(1, 32)","(1, 64)",variable_random
45,random_layer_16,Conv2d,MM,512,64,32,0.5714,0.4792,0.3573,"(1, 64)","(1, 32)",variable_random
45,random_layer_17,Linear,MM,2048,256,64,0.6202,0.1114,0.2089,"(1, 256)","(1, 64)",variable_random
45,random_layer_18,Conv2d,MM,64,32,128,0.1744,0.1068,0.8505,"(1, 32)","(1, 128)",variable_random
45,random_layer_19,Linear,MM,1024,1024,128,0.0901,0.3912,0.6554,"(1, 1024)","(1, 128)",variable_random
46,random_layer_0,Conv2d,MM,32,32,256,0.1151,0.0156,0.8561,"(1, 32)","(1, 256)",variable_random
46,random_layer_1,Linear,MM,128,1024,128,0.0,0.323,0.7565,"(1, 1024)","(1, 128)",variable_random
46,random_layer_2,Conv2d,MM,512,64,512,0.4272,0.418,0.6469,"(1, 64)","(1, 512)",variable_random
46,random_layer_3,Linear,MM,256,64,64,0.6226,0.3271,0.4057,"(1, 64)","(1, 64)",variable_random
46,random_layer_4,Conv2d,MM,256,1024,64,0.2465,0.3264,0.7465,"(1, 1024)","(1, 64)",variable_random
46,random_layer_5,Linear,MM,1024,1024,512,0.2434,0.4259,0.7088,"(1, 1024)","(1, 512)",variable_random
46,random_layer_6,Linear,MM,2048,64,64,0.362,0.1209,0.0057,"(1, 64)","(1, 64)",variable_random
46,random_layer_7,Linear,MM,128,512,128,0.355,0.1161,0.9254,"(1, 512)","(1, 128)",variable_random
46,random_layer_8,Conv2d,MM,1024,1024,128,0.0905,0.595,0.359,"(1, 1024)","(1, 128)",variable_random
46,random_layer_9,Linear,MM,128,128,256,0.4976,0.3935,0.8994,"(1, 128)","(1, 256)",variable_random
46,random_layer_10,Linear,MM,1024,512,32,0.1916,0.4989,0.8419,"(1, 512)","(1, 32)",variable_random
46,random_layer_11,Linear,MM,64,512,128,0.5716,0.1218,0.245,"(1, 512)","(1, 128)",variable_random
46,random_layer_12,Linear,MM,512,1024,128,0.2451,0.123,0.3633,"(1, 1024)","(1, 128)",variable_random
46,random_layer_13,Conv2d,MM,2048,128,64,0.1786,0.599,0.5655,"(1, 128)","(1, 64)",variable_random
46,random_layer_14,Linear,MM,2048,512,32,0.637,0.5288,0.1862,"(1, 512)","(1, 32)",variable_random
46,random_layer_15,Linear,MM,32,64,256,0.5391,0.0955,0.599,"(1, 64)","(1, 256)",variable_random
46,random_layer_16,Linear,MM,128,32,128,0.2262,0.0869,0.7687,"(1, 32)","(1, 128)",variable_random
46,random_layer_17,Linear,MM,32,1024,64,0.4608,0.6973,0.7576,"(1, 1024)","(1, 64)",variable_random
46,random_layer_18,Conv2d,MM,2048,256,32,0.9103,0.311,0.333,"(1, 256)","(1, 32)",variable_random
46,random_layer_19,Linear,MM,128,128,64,0.5545,0.653,0.4722,"(1, 128)","(1, 64)",variable_random
47,random_layer_0,Conv2d,MM,512,512,64,0.0,0.0008,0.8666,"(1, 512)","(1, 64)",variable_random
47,random_layer_1,Linear,MM,256,512,512,0.0,0.6455,0.7737,"(1, 512)","(1, 512)",variable_random
47,random_layer_2,Linear,MM,1024,1024,128,0.8755,0.1129,0.4412,"(1, 1024)","(1, 128)",variable_random
47,random_layer_3,Conv2d,MM,64,1024,32,0.1255,0.3942,0.5725,"(1, 1024)","(1, 32)",variable_random
47,random_layer_4,Conv2d,MM,256,1024,256,0.4422,0.6383,0.476,"(1, 1024)","(1, 256)",variable_random
47,random_layer_5,Linear,MM,64,1024,256,0.5606,0.0621,0.3648,"(1, 1024)","(1, 256)",variable_random
47,random_layer_6,Conv2d,MM,128,256,64,0.1433,0.5043,0.0343,"(1, 256)","(1, 64)",variable_random
47,random_layer_7,Linear,MM,128,1024,512,0.3719,0.099,0.4388,"(1, 1024)","(1, 512)",variable_random
47,random_layer_8,Linear,MM,64,1024,32,0.103,0.5319,0.1349,"(1, 1024)","(1, 32)",variable_random
47,random_layer_9,Conv2d,MM,128,32,64,0.6584,0.542,0.9131,"(1, 32)","(1, 64)",variable_random
47,random_layer_10,Linear,MM,64,512,512,0.5998,0.6611,0.2859,"(1, 512)","(1, 512)",variable_random
47,random_layer_11,Conv2d,MM,1024,256,32,0.5688,0.1278,0.3947,"(1, 256)","(1, 32)",variable_random
47,random_layer_12,Linear,MM,128,1024,512,0.2371,0.1061,0.8749,"(1, 1024)","(1, 512)",variable_random
47,random_layer_13,Linear,MM,512,32,512,0.0,0.0519,0.7669,"(1, 32)","(1, 512)",variable_random
47,random_layer_14,Conv2d,MM,32,64,512,0.0744,0.1262,0.4532,"(1, 64)","(1, 512)",variable_random
47,random_layer_15,Conv2d,MM,32,32,512,0.2601,0.1286,0.742,"(1, 32)","(1, 512)",variable_random
47,random_layer_16,Linear,MM,512,512,64,0.0599,0.3053,0.3767,"(1, 512)","(1, 64)",variable_random
47,random_layer_17,Linear,MM,512,64,256,0.4595,0.0414,0.1742,"(1, 64)","(1, 256)",variable_random
47,random_layer_18,Linear,MM,512,256,32,0.0524,0.067,0.2551,"(1, 256)","(1, 32)",variable_random
47,random_layer_19,Linear,MM,1024,64,512,0.1214,0.0218,0.8573,"(1, 64)","(1, 512)",variable_random
48,random_layer_0,Conv2d,MM,256,64,64,0.2032,0.0473,0.641,"(1, 64)","(1, 64)",variable_random
48,random_layer_1,Linear,MM,128,32,128,0.115,0.4806,0.9426,"(1, 32)","(1, 128)",variable_random
48,random_layer_2,Linear,MM,256,512,128,0.6527,0.0795,0.4045,"(1, 512)","(1, 128)",variable_random
48,random_layer_3,Linear,MM,512,32,512,0.0,0.6524,0.0252,"(1, 32)","(1, 512)",variable_random
48,random_layer_4,Conv2d,MM,2048,1024,256,0.6813,0.4574,0.5228,"(1, 1024)","(1, 256)",variable_random
48,random_layer_5,Linear,MM,32,1024,64,0.4457,0.0344,0.7067,"(1, 1024)","(1, 64)",variable_random
48,random_layer_6,Linear,MM,512,32,128,0.0183,0.0926,0.1615,"(1, 32)","(1, 128)",variable_random
48,random_layer_7,Linear,MM,128,1024,128,0.0848,0.33,0.4152,"(1, 1024)","(1, 128)",variable_random
48,random_layer_8,Linear,MM,64,128,256,0.3513,0.4692,0.2293,"(1, 128)","(1, 256)",variable_random
48,random_layer_9,Linear,MM,256,128,32,0.4993,0.1349,0.7688,"(1, 128)","(1, 32)",variable_random
48,random_layer_10,Conv2d,MM,64,64,32,0.0,0.0086,0.4512,"(1, 64)","(1, 32)",variable_random
